ID,Name,PubChem CID,CAS number,canonical SMILES,Taste,Class taste,Reference_(cod)/[pp],taste_word_count,taste_has_multiple,smiles_length,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,num_rings,num_aromatic,num_double_bonds,num_triple_bonds,num_brackets,num_branches,C_O_ratio,N_C_ratio,ring_aromatic_ratio,heteroatom_ratio
0001,(-)-Haematoxylin,320930,517-28-2,Oc1cc2c(cc1O)C1c3ccc(c(c3OCC1(O)C2)O)O,Sweet,Sweetness,Arnoldi1995_((-)-1); Bassoli2001_(39),1,False,38,4,6,0,0,0,8,12,0,0,0,8,0.5714285714285714,0.0,1.3333333333333333,0.15384615384615385
0002,(+)-4β-hydroxyhernandulcin,126862,145385-64-4,CC(C)=CCCC(C)(O)C1CC(O)C(=CC1=O)C,Sweet,Sweetness,Ҫiçek2020_(32); Kinghorn1998_(2); Kinghorn2002_(7); Kinghorn2010_(15)/[276]; Kinghorn2012_[231],1,False,33,15,3,0,0,0,2,0,3,0,0,10,3.75,0.0,0.0,0.08823529411764706
0003,(+)-Dihydroquercetin 3-acetate,442540,78834-97-6,CC(=O)OC1C(Oc2cc(cc(c2C1=O)O)O)c1ccc(c(c1)O)O,Non-bitter; Sweet(6),Sweetness,Bouysset2020_(175); Ҫiçek2020_(19); Dagan-Wiener2017; Kinghorn2002_(26); Kinghorn2010_(91)/[278]; Nanayakkara1988_(1); Shallenberger1993_[269],2,True,45,5,8,0,0,0,6,12,2,0,0,12,0.5555555555555556,0.0,1.7142857142857142,0.17391304347826086
0004,(+)-Dihydro-6-methoxy-luteolin 3-acetate,14886050,*,COc1c(cc2c(c1O)C(=O)C(OC(C)=O)C(O2)c1ccc(c(c1)O)O)O,Sweet,Sweetness,Ҫiçek2020_(21); Kinghorn2002_(28); Kinghorn2010_(93)/[278],1,False,51,6,9,0,0,0,6,12,2,0,0,16,0.6,0.0,1.7142857142857142,0.17307692307692307
0005,(+)-Haematoxylin,442514,517-28-2,Oc1cc2c(cc1O)C1c3ccc(c(c3OCC1(O)C2)O)O,Sweet,Sweetness,Arnoldi1995_((+)-1); Arnoldi1996_(12); Bassoli2001_(37); Bassoli2002_(6); Bassoli2006_[334]; Bouysset2020_(209); Ҫiçek2020_(28); Kinghorn2006_[295]; Kinghorn2010_(103)/[279],1,False,38,4,6,0,0,0,8,12,0,0,0,8,0.5714285714285714,0.0,1.3333333333333333,0.15384615384615385
0006,(+)-Phyllodulcin 8-O-glucoside,44440845,*,COc1ccc(cc1O)C1Cc2cccc(c2C(=O)O1)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Ҫiçek2020_(18),1,False,53,10,10,0,0,0,8,12,1,0,0,12,0.9090909090909091,0.0,1.3333333333333333,0.18518518518518517
0007,(+)-Quercitol,441437,488-73-3,OC1CC(O)C(O)C(O)C1O,Non-bitter; Sweet,Sweetness,"Dagan-Wiener2017; Shallenberger1993_[149,312]",2,True,19,6,5,0,0,0,2,0,0,0,0,6,1.0,0.0,0.0,0.25
0008*,(1-{4-[(hydroxyimino)methyl]cyclohex-3-en-1-yl}ethylidene)(methoxy)amine,*,*,CON=C(C)C1CCC(=CC1)C=NO,Sweet,Sweetness,Acton1976_(12); Iwamura1980_(5),1,False,23,10,2,2,0,0,2,0,3,0,0,4,3.3333333333333335,0.18181818181818182,0.0,0.16666666666666666
0009,"(2R,4R)-monatin (monosodium salt)",*,*,[Na+].NC(CC(O)(CC1=CNc2ccccc12)C(O)=O)C([O-])=O,Sweet,Sweetness,Bassoli2006_[337],1,False,47,8,5,2,0,0,4,6,3,0,4,10,1.3333333333333333,0.2222222222222222,1.2,0.14583333333333334
0010,"(2S,4aS,7R,8aS)-(-)-2-(3'-Hydroxy-4'-methoxyphenyl)-9,9-dimethyl tetrahydro-5H-4a,7-methano-4H-1,3-benzoxathiane",*,*,COc1ccc(cc1O)C1OC2CC3CCC2(CS1)C3(C)C,Sweet,Sweetness,Bassoli2000_((-)-10),1,False,36,12,3,0,1,0,8,6,0,0,0,6,3.0,0.0,0.6666666666666666,0.10810810810810811
0011,"(6aS,11aS)-8-methoxy-11a-methyl-6,11-dihydroindeno[1,2-c]chromene-6a,9-diol",*,*,COc1cc2c(cc1O)CC1(C)c3ccccc3OCC21O,Sweet,Sweetness,Ҫiçek2020_(28a),1,False,34,6,4,0,0,0,8,12,0,0,0,4,1.2,0.0,1.3333333333333333,0.11428571428571428
0012,(E)-3-(4-methoxybenzoyl)acrylic acid,5355095,5711-41-1,COc1ccc(cc1)C(=O)C=CC(O)=O,Sweet,Sweetness,Bassoli2001_(42),1,False,26,5,4,0,0,0,2,6,3,0,0,6,1.0,0.0,2.0,0.14814814814814814
0013^,"(NE)-N-[(4-methylcyclohexa-1,4-dien-1-yl)methylidene]hydroxylamine",44298881,*,CC1=CCC(=CC1)C=NO,Sweet,Sweetness,Acton1976_(43); Iwamura1980_(43); Kier1980,1,False,17,8,1,1,0,0,2,0,3,0,0,2,4.0,0.1111111111111111,0.0,0.1111111111111111
0014^,"(NE)-N-[[4-(1-methoxyethyl)cyclohexa-1,3-dien-1-yl]methylidene]hydroxylamine",44457660,*,COC(C)C1=CC=C(CC1)C=NO,Sweet,Sweetness,Acton1976_(37); Iwamura1980_(41); Kier1980; Takahashi1984_(VII),1,False,22,10,2,1,0,0,2,0,3,0,0,4,3.3333333333333335,0.09090909090909091,0.0,0.13043478260869565
0015^,"(NE)-N-[[4-(1-methoxyethyl)cyclohexa-1,4-dien-1-yl]methylidene]hydroxylamine",44274568,*,COC(C)C1=CCC(=CC1)C=NO,Sweet,Sweetness,Acton1976_(45); Iwamura1980_(45); Kier1980; Takahashi1984_(XI),1,False,22,10,2,1,0,0,2,0,3,0,0,4,3.3333333333333335,0.09090909090909091,0.0,0.13043478260869565
0016,"(R)-2-(3-hydroxy-4-methoxyphenyl)-4H-1,3-benzodithiine",15847315,151792-65-3,COc1ccc(cc1O)C1SCc2ccccc2S1,Sweet,Sweetness,Arnoldi1993a_(10a); Arnoldi1993b_(19)/[182]; Arnoldi1998_((+)-15); Bassoli2000_((+)-3); Bassoli2001_(13); Bassoli2002_((+)-9); Bassoli2006_[332]; Bouysset2020_(310); Ҫiçek2020_(17d); Morini2005_(22); Spillane2009b_(6),1,False,27,3,2,0,2,0,6,12,0,0,0,2,1.0,0.0,1.7142857142857142,0.14285714285714285
0017,"(R)-3-(3-hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzoxathiine",14981814,*,COc1ccc(cc1O)C1COc2ccccc2S1,Sweet,Sweetness,Bassoli2000_((+)-6),1,False,27,3,3,0,1,0,6,12,0,0,0,2,0.75,0.0,1.7142857142857142,0.14285714285714285
0018,"(R)-5-(4H-3,1-benzoxathiin-2-yl)-2-methoxyphenol",15847314,151792-66-4,COc1ccc(cc1O)C1OCc2ccccc2S1,Sweet,Sweetness,Arnoldi1993a_(10b); Arnoldi1993b_(17)/[182]; Arnoldi1996_(5); Arnoldi1998_((+)-14); Bassoli2000_((+)-4); Bassoli2001_(10); Bassoli2002_((+)-8); Bassoli2006_[332]; Bassoli2008_(3); Bassoli2011_(7); Ҫiçek2020_(17c); Morini2005_(19); Spillane2009b_(7),1,False,27,3,3,0,1,0,6,12,0,0,0,2,0.75,0.0,1.7142857142857142,0.14285714285714285
0019,"(S)-3-(3-hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzoxathiine",14981814,*,COc1ccc(cc1O)C1COc2ccccc2S1,Sweet,Sweetness,Arnoldi1994_(11); Bassoli2000_((-)-6); Bassoli2001_(11); Bassoli2006_[332]; Bouysset2020_(302),1,False,27,3,3,0,1,0,6,12,0,0,0,2,0.75,0.0,1.7142857142857142,0.14285714285714285
0020,"(S)-Aspartyl-(7,7-dimethylnorborn-2R-yl)-(S)-alanine methyl ester",*,*,COC(=O)C(CC1CC2CCC1C2)NC(=O)C(N)CC(O)=O,Sweet,Sweetness,Yuasa1992_(1),1,False,39,15,5,2,0,0,4,0,3,0,0,10,2.5,0.125,0.0,0.175
0021,"(S)-Aspartyl-(7,7-dimethylnorborn-2S-yl)-(S)-alanine methyl ester",*,*,COC(=O)C(CC1CC2CCC1C2)NC(=O)C(N)CC(O)=O,Sweet,Sweetness,Yuasa1992_(2),1,False,39,15,5,2,0,0,4,0,3,0,0,10,2.5,0.125,0.0,0.175
0022^,(Z)-N-[(4-cyanoanilino)(cyclooctylamino)methylidene]glycine,14230963,116869-52-4,OC(=O)CNC(NC1CCCCCCC1)=Nc1ccc(cc1)C#N,Sweet,Sweetness,Belitz2009_[440]; DuBois1993_(6)/[249]; Nofre1993_(2)/[220]; Nofre1993_(3)/[225]; Nofre1993_(1)/[226],1,False,37,12,2,4,0,0,4,6,2,1,0,6,4.0,0.3076923076923077,1.2,0.15789473684210525
0023,[L-(αMe)Phe]2-aspartame,*,*,COC(=O)C(C)(Cc1ccccc1)NC(=O)C(N)CC(O)=O,Sweet,Sweetness,Formaggio1992_(2); Tarko2006_(37),1,False,39,9,5,2,0,0,2,6,3,0,0,12,1.5,0.2,2.0,0.175
0024^,"1-(1-methoxyethyl)-4-methylcyclohexa-1,3-diene",101054588,*,COC(C)C1=CC=C(C)CC1,Sweet,Sweetness,Takahashi1982_(37),1,False,19,10,1,0,0,0,2,0,2,0,0,4,5.0,0.0,0.0,0.05
0025^,"1-(1-methoxyethyl)-4-methylcyclohexa-1,4-diene",101054590,*,COC(C)C1=CCC(=CC1)C,Sweet,Sweetness,Takahashi1982_(45),1,False,19,10,1,0,0,0,2,0,2,0,0,4,5.0,0.0,0.0,0.05
0026*,"1‐(4‐{[4,5‐dihydroxy‐6‐(hydroxymethyl)‐3‐[(3,4,5‐trihydroxy‐6‐methyloxan‐2‐yl)oxy]oxan‐2‐yl]oxy}‐2,6‐dihydroxyphenyl)‐3‐(2‐hydroxy‐3‐methoxyphenyl)propan‐1‐one",*,*,COc1cccc(c1O)CCC(=O)c1c(cc(cc1O)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)O,Sweet,Sweetness,Shallenberger1993_[273],1,False,72,16,15,0,0,0,8,12,1,0,0,20,1.0,0.0,1.3333333333333333,0.2054794520547945
0027*,"1‐(4‐{[4,5‐dihydroxy‐6‐(hydroxymethyl)‐3‐[(3,4,5‐trihydroxy‐6‐methyloxan‐2‐yl)oxy]oxan‐2‐yl]oxy}‐2,6dihydroxyphenyl)‐3‐[3‐hydroxy‐4‐(propan‐2‐yloxy)phenyl]propan‐1‐one",*,*,CC(C)Oc1ccc(cc1O)CCC(=O)c1c(cc(cc1O)OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)O,Sweet,Sweetness,Shallenberger1993_[273],1,False,76,18,15,0,0,0,8,12,1,0,0,22,1.125,0.0,1.3333333333333333,0.19480519480519481
0028^,"1-(methoxymethyl)-4-methylcyclohexa-1,4-diene",101054589,*,COCC1=CCC(=CC1)C,Sweet,Sweetness,Takahashi1982_(44),1,False,16,9,1,0,0,0,2,0,2,0,0,2,4.5,0.0,0.0,0.058823529411764705
0029^,"1,2,3-Oxathiazin-4(3H)-one, 2,2-dioxide",9898869,51299-07-1,O=C1NS(=O)(=O)OC=C1,Sweet,Sweetness,Bouysset2020_(92),1,False,19,3,4,1,1,0,2,0,4,0,0,4,0.6,0.25,0.0,0.3
0030,"1,2-Butanediol",11429,584-03-2,CCC(O)CO,Sweetish,Sweetness,Shallenberger1993_[144],1,False,8,4,2,0,0,0,0,0,0,0,0,2,1.3333333333333333,0.0,0.0,0.2222222222222222
0031,"1,2-Propanediol",1030,57-55-6,CC(O)CO,Sweet,Sweetness,Shallenberger1993_[144],1,False,7,3,2,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.25
0032^,"1,3-Benzodioxane isovanillyl",592377,66267-37-6,COc1ccc(cc1O)C1OCc2ccccc2O1,Sweet,Sweetness,Arnoldi1991_(6); Arnoldi1993b_(6)/[178]; Arnoldi1998_(13); Bassoli2001_(7); Bassoli2002_(4); Bassoli2006_[332]; Ҫiçek2020_(17a); Morini2005_(20); Spillane2009b_(5); van der Heijden1993_(20)/[105],1,False,27,3,4,0,0,0,6,12,0,0,0,2,0.6,0.0,1.7142857142857142,0.14285714285714285
0033^,"1,3-Cyclohexadiene, 1,4-dimethyl-",141267,26120-52-5,CC1=CC=C(C)CC1,Sweet,Sweetness,Takahashi1982_(43),1,False,14,8,0,0,0,0,2,0,2,0,0,2,8.0,0.0,0.0,0.0
0034,"1',4',6'-Trichloro sucrose",*,*,OCC1OC(OC2(CCl)OC(CCl)C(Cl)C2O)C(O)C(O)C1O,Sweet,Sweetness,Bouysset2020_(201); Hooft1993_[14]; Jäger2000_(6); Lichtenthaler1993_(30)/[34]; van der Heijden1993_[121],1,False,42,12,8,0,0,3,4,0,0,0,0,12,1.3333333333333333,0.0,0.0,0.18604651162790697
0035^,"1,4-Anhydro-glucitol",552087,12441-09-7,OCC(O)C1OCC(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,17,6,5,0,0,0,2,0,0,0,0,4,1.0,0.0,0.0,0.2777777777777778
0036,"1,4-Anhydro-mannitol",*,*,OCC(O)C1OCC(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,17,6,5,0,0,0,2,0,0,0,0,4,1.0,0.0,0.0,0.2777777777777778
0037,"1,4-Anhydro-ribitol",10931473,39999-42-3,OCC1OCC(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,13,5,4,0,0,0,2,0,0,0,0,2,1.0,0.0,0.0,0.2857142857142857
0038,"1,4-Anhydro-xylitol",104501,491-19-0,OCC1OCC(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,13,5,4,0,0,0,2,0,0,0,0,2,1.0,0.0,0.0,0.2857142857142857
0039,"1,4-Benzodioxane isovanillyl",3063082,99784-08-4,COc1ccc(cc1O)C1COc2ccccc2O1,Sweet,Sweetness,Arnoldi1991_(7); Arnoldi1993b_(9)/[178]; Arnoldi1998_(11); Bassoli2001_(6); Bassoli2002_(5); Bassoli2006_[332]; Bassoli2008_(7); Bouysset2020_(268); Ҫiçek2020_(17b); Shallenberger1993_[276],1,False,27,3,4,0,0,0,6,12,0,0,0,2,0.6,0.0,1.7142857142857142,0.14285714285714285
0040,"1',4'-Dichloro sucrose",*,*,OCC1OC(OC2(CCl)OC(CO)C(Cl)C2O)C(O)C(O)C1O,Sweet,Sweetness,Bouysset2020_(130); Hooft1993_[14]; Jäger2000_(4); Lichtenthaler1993_(27)/[34]; van der Heijden1993_[121],1,False,41,12,9,0,0,2,4,0,0,0,0,12,1.2,0.0,0.0,0.21428571428571427
0041,"1,5-Anhydro-D-mannitol (2-Deoxy-fructose)",445184,492-93-3,OCC1OCC(O)C(O)C1O,Low sweet; Sweet,Sweetness,"Lichtenthaler1993_(57)/[45]; Shallenberger1993_[148,315]",3,True,17,6,5,0,0,0,2,0,0,0,0,4,1.0,0.0,0.0,0.2777777777777778
0042,"1,5-Anhydro-galactitol",446996,*,OCC1OCC(O)C(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,17,6,5,0,0,0,2,0,0,0,0,4,1.0,0.0,0.0,0.2777777777777778
0043,"1,5-Anhydro-glucitol",64960,154-58-5,OCC1OCC(O)C(O)C1O,Sweet,Sweetness,Shallenberger1993_[148],1,False,17,6,5,0,0,0,2,0,0,0,0,4,1.0,0.0,0.0,0.2777777777777778
0044,"1',6'-Dichloro sucrose",*,*,OCC1OC(OC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1O,Sweet(8); Intensely sweet,Sweetness,Bouysset2020_(174); Hooft1993_[14]; Hough1976_(5); Hough1993a_(20)/[98]; Hough1993b_(23)/[275]; Jäger2000_(5); Lichtenthaler1993_(28)/[34]; Shallenberger1993_[204]; van der Heijden1993_[121],3,True,41,12,9,0,0,2,4,0,0,0,0,12,1.2,0.0,0.0,0.21428571428571427
0045,"1,6-Dichloro-1,6-deoxy-D-fructofuranose",*,*,OC1C(O)C(O)(CCl)OC1CCl,Sweet,Sweetness,Shallenberger1993_[203],1,False,22,6,4,0,0,2,2,0,0,0,0,6,1.2,0.0,0.0,0.17391304347826086
0046,"1',6'-Di-O-methyl sucrose",*,*,COCC1OC(COC)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet; Less sweet,Sweetness,Lichtenthaler1993_(14)/[29]; Shallenberger1993_[201],3,True,41,14,11,0,0,0,4,0,0,0,0,12,1.1666666666666667,0.0,0.0,0.2619047619047619
0047,"1,6-Di-S-1,6-dithio-D-fructofuranose",*,*,CSCC1OC(O)(CSC)C(O)C1O,Sweet,Sweetness,Shallenberger1993_[205],1,False,22,8,4,0,2,0,2,0,0,0,0,6,1.6,0.0,0.0,0.2608695652173913
0048,"1,9-Dicarboxylic acid, 2,3,4,4a,9,9a-hexahydro-1,4a-dimethyl-1H-fluorene",*,35992-07-5,CC1(CCCC2C1C(C(O)=O)c1ccccc21)C(O)=O,Sweet,Sweetness,Bassoli2011_(4),1,False,36,10,4,0,0,0,6,6,2,0,0,8,2.0,0.0,0.8571428571428571,0.10810810810810811
0049*,1-{4-[(hydroxyimino)methyl]cyclohex-3-en-1-yl}ethan-1-one,*,*,CC(=O)C1CCC(=CC1)C=NO,Sweet,Sweetness,Acton1976_(11); Iwamura1980_(4); Takahashi1984_(XXIII),1,False,21,9,2,1,0,0,2,0,3,0,0,4,3.0,0.1,0.0,0.13636363636363635
0050,11-Oxomogroside V,122706002,*,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)C3(C)C(=O)CC12C,Sweet,Sweetness,Jia2009_(3); Kinghorn2010_(42)/[277],1,False,159,60,29,0,0,0,16,0,2,0,0,50,2.0,0.0,0.0,0.18125
0051,13-O-β-maltotriosyl-19-O-β-D-glucosylsteviol (Ru2a),*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Ҫiçek2020_(43a); Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
0052,15-Oxo-rubusoside,*,*,CC12CCCC(C)(C2CCC23CC(CCC12)(OC1OC(CO)C(O)C(O)C1O)C(=C)C3=O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,85,32,14,0,0,0,12,0,3,0,0,24,2.1333333333333333,0.0,0.0,0.16279069767441862
0053,15β-OH-rubusoside,*,*,CC1CC2C(C)(CCCC2(C)C(=O)OC2OC(CO)C(O)C(O)C2O)C2CCC3(CC12C(O)C3=C)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,85,33,14,0,0,0,12,0,2,0,0,24,2.2,0.0,0.0,0.16279069767441862
0054,16α-OH-Suavioside L,*,*,CC12CCCC(C)(C2CCC23CC(O)(CO)C(CCC12)(C3)OC1OC(C(O)O)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Slightly sweet,Sweetness,Tanaka1997,2,False,89,32,16,0,0,0,12,0,1,0,0,28,1.8823529411764706,0.0,0.0,0.17777777777777778
0055,16β-OH-Suavioside L,*,*,CC12CCCC(C)(C2CCC23CC(O)(CO)C(CCC12)(C3)OC1OC(C(O)O)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Slightly sweet,Sweetness,Tanaka1997,2,False,89,32,16,0,0,0,12,0,1,0,0,28,1.8823529411764706,0.0,0.0,0.17777777777777778
0056,1-Aminocyclobutane-1-carboxylic acid,89643,22264-50-2,NC1(CCC1)C(O)=O,Sweet,Sweetness,Belitz2009_[35],1,False,15,5,2,1,0,0,2,0,1,0,0,4,1.6666666666666667,0.16666666666666666,0.0,0.1875
0057,1'-Chloro sucrose,*,*,OCC1OC(OC2(CCl)OC(CO)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Bouysset2020_(120); Hooft1993_[14]; Hough1993b_(11)/[272]; Jäger2000_(2); Lichtenthaler1993_(25)/[34]; Shallenberger1993_[204]; van der Heijden1993_[121],1,False,40,12,10,0,0,1,4,0,0,0,0,12,1.0909090909090908,0.0,0.0,0.24390243902439024
0058^,1-Cyclohexane-1-carboxaldehyde oxime,282521,35440-93-8,ON=CC1=CCCCC1,Sweet(6); Sweet/Bitter,Sweetness,"Acton1976_(26); Iwamura1980_(8); Kier1980; Takahashi1984_(VI,XXVI); Shallenberger1993_[264]; Walters1996",2,True,13,7,1,1,0,0,2,0,2,0,0,0,3.5,0.125,0.0,0.14285714285714285
0059^,1-Cyclopentene-1-carboxaldehyde oxime,73795767,*,ON=CC1=CCCC1,Sweet,Sweetness,Acton1976_(17); Iwamura1980_(35); Kier1980; Shallenberger1993_[264],1,False,12,6,1,1,0,0,2,0,2,0,0,0,3.0,0.14285714285714285,0.0,0.15384615384615385
0060,1'-Deoxy sucrose,*,*,CC1(OC(CO)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Hough1993a_(7.1)/[93]; Lichtenthaler1993_(6)/[29],1,False,38,12,10,0,0,0,4,0,0,0,0,12,1.0909090909090908,0.0,0.0,0.2564102564102564
0061^,"1-Methyl-1,3-cyclohexadiene",121731,1489-56-1,CC1=CC=CCC1,Sweet,Sweetness,Takahashi1982_(42),1,False,11,7,0,0,0,0,2,0,2,0,0,0,7.0,0.0,0.0,0.0
0062^,1-Methyl-4-vinylcyclohexene,14912430,17699-86-4,CC1=CCC(CC1)C=C,Sweet,Sweetness,Takahashi1982_(8),1,False,15,9,0,0,0,0,2,0,2,0,0,2,9.0,0.0,0.0,0.0
0063^,1-Methylcyclohexene,11574,591-49-1,CC1=CCCCC1,Sweet,Sweetness,Takahashi1982_(34),1,False,10,7,0,0,0,0,2,0,1,0,0,0,7.0,0.0,0.0,0.0
0064,1'-O-methyl sucrose,*,*,COCC1(OC(CO)C(O)C1O)OC1OC(CO)C(O)C(O)C1O,Sweet; Very sweet,Sweetness,Hough1993a_(7.2)/[93]; Lichtenthaler1993_(9)/[29],3,True,40,13,11,0,0,0,4,0,0,0,0,12,1.0833333333333333,0.0,0.0,0.2682926829268293
0065,"1-Phenylsulfonyl-3,4,6-trimethyl-3-cyclohexenecarboxylic acid",*,*,CC1CC(=C(C)CC1(C(O)=O)S(=O)(=O)c1ccccc1)C,Sweet,Sweetness,Lysiak2005_(7e),1,False,41,10,4,0,1,0,4,6,4,0,0,12,2.0,0.0,1.2,0.11904761904761904
0066,"1-Phenylsulfonyl-3,4-dimethyl-3-cyclohexenecarboxylic acid",*,*,CC1=C(C)CC(CC1)(C(O)=O)S(=O)(=O)c1ccccc1,Sweet,Sweetness,Lysiak2005_(7f),1,False,40,9,4,0,1,0,4,6,4,0,0,12,1.8,0.0,1.2,0.12195121951219512
0067,"1-Phenylsulfonyl-4,6-dimethyl-3-cyclohexenecarboxylic acid",*,*,CC1CC(=CCC1(C(O)=O)S(=O)(=O)c1ccccc1)C,Sweet,Sweetness,Lysiak2005_(7d),1,False,38,9,4,0,1,0,4,6,4,0,0,10,1.8,0.0,1.2,0.1282051282051282
0068,1-Phenylsulfonyl-4-methyl-3-cyclohexenecarboxylic acid,*,*,CC1=CCC(CC1)(C(O)=O)S(=O)(=O)c1ccccc1,Sweet,Sweetness,Lysiak2005_(7b),1,False,37,8,4,0,1,0,4,6,4,0,0,10,1.6,0.0,1.2,0.13157894736842105
0069^,"2-(2,4,6-tribromo-3-carbamoylphenyl)acetic acid",	19848368,*,NC(=O)c1c(cc(c(c1Br)CC(O)=O)Br)Br,Sweet,Sweetness,Belitz1990_(14),1,False,33,3,3,1,0,3,2,6,2,0,0,10,0.75,0.25,2.0,0.11764705882352941
0070,"2-(3,4-dihydroxybenzoyl)benzoic acid",10515333,60541-97-1,OC(=O)c1ccccc1C(=O)c1ccc(c(c1)O)O,Sweet,Sweetness,Arnoldi1997_(14); Bassoli2001_(30),1,False,33,2,5,0,0,0,4,12,2,0,0,8,0.3333333333333333,0.0,2.4,0.14705882352941177
0071,2-(3-hydroxy-4-methoxybenzoyl)benzoic acid,10849775,*,COc1ccc(cc1O)C(=O)c1ccccc1C(O)=O,Sweet,Sweetness,Arnoldi1997_(15); Bassoli2001_(28); Morini2005_(12),1,False,32,3,5,0,0,0,4,12,2,0,0,6,0.5,0.0,2.4,0.15151515151515152
0072,2-(3-hydroxy-4-methoxyphenoxymethyl)benzoic acid,69050093,*,COc1ccc(cc1O)OCc1ccccc1C(O)=O,Sweet,Sweetness,Bassoli2001_(40),1,False,29,3,5,0,0,0,4,12,1,0,0,4,0.5,0.0,2.4,0.16666666666666666
0073,"2-(3-hydroxy-4-methoxyphenyl)-1,3-benzodioxan-4-one",85894469,*,COc1ccc(cc1O)C1OC(=O)c2ccccc2O1,Tasteless; Sweet(2),Sweetness,Arnoldi1993a_(4); Bouysset2020_(192); Yamato1979_(LXXVIII),2,True,31,3,5,0,0,0,6,12,1,0,0,4,0.5,0.0,1.7142857142857142,0.15625
0074,"2-(3-hydroxy-4-methoxyphenyl)-1,3-benzodioxole",15110279,*,COc1ccc(cc1O)C1Oc2ccccc2O1,Sweet,Sweetness,Arnoldi1991_(13); Arnoldi1993b_(13)/[178]; Bassoli2001_(21); Bassoli2002; Bassoli2006_[332]; Shallenberger1993_[276],1,False,26,2,4,0,0,0,6,12,0,0,0,2,0.4,0.0,1.7142857142857142,0.14814814814814814
0075,"2-(3-hydroxy-4-methoxyphenyl)-1,3-benzothioxan-4-one",85894472,*,COc1ccc(cc1O)C1OC(=O)c2ccccc2S1,Sweet,Sweetness,Arnoldi1993a_(2); Bouysset2020_(256); Yamato1979_(LXXIX),1,False,31,3,4,0,1,0,6,12,1,0,0,4,0.6,0.0,1.7142857142857142,0.15625
0076,"2-(3-hydroxy-4-methoxyphenyl)-1,3-benzoxathiole",86173339,*,COc1ccc(cc1O)C1Oc2ccccc2S1,Sweet,Sweetness,Arnoldi1993a_(10e); Bassoli2001_(16); Bassoli2006_[332]; Bouysset2020_(255),1,False,26,2,3,0,1,0,6,12,0,0,0,2,0.5,0.0,1.7142857142857142,0.14814814814814814
0077,"2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzodithiine",86173343,*,COc1ccc(cc1O)C1CSc2ccccc2S1,Sweet,Sweetness,Arnoldi1993a_(15b); Bassoli2001_(14); Bassoli2002; Bassoli2006_[332]; Bouysset2020_(267),1,False,27,3,2,0,2,0,6,12,0,0,0,2,1.0,0.0,1.7142857142857142,0.14285714285714285
0078,"2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydro-1,4-benzoxathiin-6-ol",3073724,151792-74-4,COc1ccc(cc1O)C1CSc2cc(ccc2O1)O,Sweet,Sweetness,Arnoldi1993a_(15d); Bassoli2001_(22); Bassoli2006_[332]; Bouysset2020_(273),1,False,30,3,4,0,1,0,6,12,0,0,0,4,0.6,0.0,1.7142857142857142,0.16129032258064516
