ID,Name,PubChem CID,CAS number,canonical SMILES,Taste,Class taste,Reference_(cod)/[pp],taste_word_count,taste_has_multiple,smiles_length,num_carbons,num_oxygens,num_nitrogens,num_sulfurs,num_halogens,num_rings,num_aromatic,num_double_bonds,num_triple_bonds,num_brackets,num_branches,C_O_ratio,N_C_ratio,ring_aromatic_ratio,heteroatom_ratio
1070,Rebaudioside K,*,1220616-40-9,CC1OC(OC2C(OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC23CCC4C5(C)CCCC(C)(C5CCC4(CC2=C)C3)C(=O)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(16),1,False,137,50,27,0,0,0,18,0,2,0,0,40,1.7857142857142858,0.0,0.0,0.1956521739130435
1071,Rebaudioside L,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(17),1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1072,Rebaudioside M,92023628,1220616-44-3,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(18),1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1073,Rebaudioside N,92023638,1220616-46-5,CC1OC(OC2C(OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC(=O)C2(C)CCCC3(C)C2CCC24CC(=C)C(CCC32)(C4)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(19),1,False,158,56,32,0,0,0,20,0,2,0,0,48,1.696969696969697,0.0,0.0,0.20125786163522014
1074,Rebaudioside O,92023639,1220616-48-7,CC1OC(OC2C(OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC(=O)C2(C)CCCC3(C)C2CCC24CC(=C)C(CCC32)(C4)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,Sweet,Sweetness,Soejarto2019_(20),1,False,177,62,37,0,0,0,22,0,2,0,0,54,1.631578947368421,0.0,0.0,0.20786516853932585
1075,Rebaudioside R,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(21),1,False,117,43,22,0,0,0,16,0,2,0,0,34,1.8695652173913044,0.0,0.0,0.1864406779661017
1076,Rebaudioside S,*,*,CC1OC(OC2(O)C(O)C(O)C(CO)OC2OC(=O)C2(C)CCCC3(C)C2CCC24CC(=C)C(CCC32)(C4)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(22),1,False,123,44,23,0,0,0,16,0,2,0,0,38,1.8333333333333333,0.0,0.0,0.18548387096774194
1077,Rebaudioside T,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(23),1,False,155,55,32,0,0,0,20,0,2,0,0,46,1.6666666666666667,0.0,0.0,0.20512820512820512
1078,Rebaudioside U,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(24),1,False,136,49,27,0,0,0,18,0,2,0,0,40,1.75,0.0,0.0,0.19708029197080293
1079,Rebaudioside V,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(25),1,False,136,49,27,0,0,0,18,0,2,0,0,40,1.75,0.0,0.0,0.19708029197080293
1080,Rebaudioside W,*,*,CC1OC(OC2C(OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)OC(=O)C2(C)CCCC3(C)C2CCC24CC(=C)C(CCC32)(C4)OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OCC(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(26),1,False,154,55,31,0,0,0,20,0,2,0,0,46,1.71875,0.0,0.0,0.2
1081,Rebaudioside Y,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(27),1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1082,Rebaudioside Z,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Soejarto2019_(28),1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1083,Resorcinol,5054,108-46-3,Oc1cccc(c1)O,Sweetish,Sweetness,Shallenberger1993_[141],1,False,12,0,2,0,0,0,2,6,0,0,0,2,0.0,0.0,2.0,0.15384615384615385
1084,RGal,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,83,32,13,0,0,0,12,0,2,0,0,24,2.2857142857142856,0.0,0.0,0.15476190476190477
1085,RGal-1,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,102,38,18,0,0,0,14,0,2,0,0,30,2.0,0.0,0.0,0.17475728155339806
1086,RGal-2,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1087,RGal-3,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1088,RGal-4,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1089,Ru1a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,102,38,18,0,0,0,14,0,2,0,0,30,2.0,0.0,0.0,0.17475728155339806
1090,Ru1b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,102,38,18,0,0,0,14,0,2,0,0,30,2.0,0.0,0.0,0.17475728155339806
1091,Ru2b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1092,Ru2c,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1093,Ru3a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1094,Ru3b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1095,Ru3c,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1096,Ru3d,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1097,Ru4a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1098,Ru4b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1099,Ru4c,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1100,Ru4d,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1101,Ru4e,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1102,Rubusoside,24721373,64849-39-4,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet(8); Bitter,Sweetness,Bouysset2020_(206); Carakostas2012_[161]; Ҫiçek2020_(43); Dagan-Wiener2019_(1241); Kemp2006_[212]; Kinghorn2010_(24)/[276]; Kinghorn2012_[231]; Soejarto2019_(9); Tanaka1997,2,True,83,32,13,0,0,0,12,0,2,0,0,24,2.2857142857142856,0.0,0.0,0.15476190476190477
1103,Rubusoside F,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(COC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,102,38,18,0,0,0,14,0,2,0,0,30,2.0,0.0,0.0,0.17475728155339806
1104,S1a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1105,S1b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1106,S2a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1107,S2b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1108,S2c,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1109,S3a,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1110,S3b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1111,S3c,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1112,S3d,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1113,Saccharin,5143,81-07-2,O=C1NS(=O)(=O)c2ccccc12,Sweet(19); Bitter,Sweetness,Bakal2012_[151]; Bassoli2006_[335]; Belitz2009_[433]; Bouysset2020_(266); Dagan-Wiener2019_(125); DuBois1993_[244]; Faurion1993_[305]; Glaser1999_[29]; Hough1993a_(9)/[94]; Kemp2006_[190]; Kinghorn2006_[292]; Lichtenthaler1993_(65)/[46]; Lindley1999_[45]; Mayhew2012_[134]; Morini2005_(8); Nofre1993_(1)/[206]; O'Brien Nabors2012_[3]; Polanski2006_[309]; Walters1996; Wong2018_[311],2,True,23,1,3,1,1,0,4,6,3,0,0,4,0.25,0.5,1.2,0.20833333333333334
1114,S-Aspartyl-(S)-(+)-phenylglycine methyl ester,*,*,COC(=O)C(NC(=O)C(N)CC(O)=O)c1ccccc1,Sweet,Sweetness,Ebeling1998_(4b); Tarko2006_(35),1,False,35,7,5,2,0,0,2,6,3,0,0,10,1.1666666666666667,0.25,2.0,0.19444444444444445
1115,SC-45647,13960828,116869-20-6,CC(NC(NCC(O)=O)=Nc1ccc(cc1)C#N)c1ccccc1,Sweet,Sweetness,Nofre1993_(11)/[220]; Nofre1993_(1)/[222]; Nofre1993_(3)/[224]; Nofre1993_(14)/[225]; Walters2000_(3),1,False,39,6,2,4,0,0,4,12,2,1,0,8,2.0,0.5714285714285714,2.4,0.15
1116,Scandenoside R6,21626459,114637-79-5,CC(CCC=C(C)COC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,Sweet,Sweetness,Kinghorn2010_(43)/[277],1,False,116,48,18,0,0,0,14,0,2,0,0,34,2.526315789473684,0.0,0.0,0.15384615384615385
1117,Scandenoside R11,*,*,CC(CCC=C(C)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1CCC2C3CC4OC54C(CCC(OC4OC(CO)C(O)C(O)C4O)C5(C)C)C3(C)C(O)CC12C,Sweet,Sweetness,Kinghorn2010_(44)/[277],1,False,115,47,19,0,0,0,16,0,1,0,0,32,2.35,0.0,0.0,0.16379310344827586
1118,Sedoheptulosan,5460956,469-90-9,OCC12OCC(O1)C(O)C(O)C2O,Very sweet,Sweetness,Lichtenthaler1993_(59)/[45],2,False,23,7,6,0,0,0,4,0,0,0,0,6,1.0,0.0,0.0,0.25
1119,Selligueain A,132944,152378-18-2,OC1Cc2c(cc(c(c2OC1c1ccc(cc1)O)C1C(O)C(Oc2c1c(cc1c2C2C(O)C(Oc3cc(cc(c23)O)O)(O1)c1ccc(cc1)O)O)c1ccc(cc1)O)O)O,Sweet,Sweetness,Bouysset2020_(141); Ҫiçek2020_(29); Kinghorn1998_(25); Kinghorn2002_(31); Kinghorn2006_[295]; Kinghorn2010_(100)/[279],1,False,108,9,15,0,0,0,20,36,0,0,0,28,0.5625,0.0,1.7142857142857142,0.13761467889908258
1120,SG1b,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1121,SG2,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1122,SGal,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,102,38,18,0,0,0,14,0,2,0,0,30,2.0,0.0,0.0,0.17475728155339806
1123,SGal-1,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,121,44,23,0,0,0,16,0,2,0,0,36,1.8333333333333333,0.0,0.0,0.1885245901639344
1124,SGal-2,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Kinghorn2006_[300]; Kinghorn2010_(9)/[272]; Tanaka1997,1,False,140,50,28,0,0,0,18,0,2,0,0,42,1.7241379310344827,0.0,0.0,0.19858156028368795
1125,SGal-3,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,159,56,33,0,0,0,20,0,2,0,0,48,1.6470588235294117,0.0,0.0,0.20625
1126,SGal-4,*,*,CC12CCCC(C)(C2CCC23CC(=C)C(CCC12)(C3)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C1O)C(=O)OC1OC(CO)C(O)C(O)C1O,Sweet,Sweetness,Tanaka1997,1,False,178,62,38,0,0,0,22,0,2,0,0,54,1.5897435897435896,0.0,0.0,0.2122905027932961
1127,Siamenoside I,71307460,126105-12-2,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)C1CCC2(C)C3CC=C4C(CCC(OC5OC(CO)C(O)C(O)C5O)C4(C)C)C3(C)C(O)CC12C,Sweet,Sweetness,Bouysset2020_(275); Ҫiçek2020_(77); Jia2009_(4); Kinghorn2010_(45)/[277]; Kinghorn2012_[226]; Soejarto2019_(33),1,False,139,54,24,0,0,0,16,0,1,0,0,44,2.16,0.0,0.0,0.17142857142857143
1128*,Sodium 1-(sulfonatoamino)propan-2-ol,*,*,[Na+].CC(O)CNS([O-])(=O)=O,Sweet,Sweetness,Spillane2009b_(30H),1,False,26,3,4,1,1,0,0,0,2,0,4,6,0.6,0.25,0.0,0.2222222222222222
1129*,"Sodium 2,2,4-trioxo-3,4-dihydro-1,2lambda6,3-oxathiazin-3-ide",*,*,[Na+].O=C1[N-]S(=O)(=O)OC=C1,Sweet,Sweetness,Belitz2009_[440],1,False,28,3,4,1,1,0,2,0,4,0,4,4,0.6,0.25,0.0,0.20689655172413793
1130*,Sodium 5-(sulfonatoamino)pentan-1-ol,*,*,[Na+].OCCCCCNS([O-])(=O)=O,Sweet,Sweetness,Spillane2009b_(28H),1,False,26,5,4,1,1,0,0,0,2,0,4,4,1.0,0.16666666666666666,0.0,0.2222222222222222
1131*,"Sodium 5-ethyl-2,2,4-trioxo-3,4-dihydro-1,2lambda6,3-oxathiazin-3-ide",*,*,[Na+].CCC1=COS(=O)(=O)[N-]C1=O,Sweet,Sweetness,Belitz2009_[440],1,False,30,5,4,1,1,0,2,0,4,0,4,4,1.0,0.16666666666666666,0.0,0.1935483870967742
1132*,"Sodium 5-methyl-2,2,4-trioxo-6-(propan-2-yl)-3,4-dihydro-1,2lambda6,3-oxathiazin-3-ide",*,*,[Na+].CC(C)C1=C(C)C(=O)[N-]S(=O)(=O)O1,Sweet,Sweetness,Belitz2009_[440],1,False,38,7,4,1,1,0,2,0,4,0,4,10,1.4,0.125,0.0,0.15384615384615385
1133*,"Sodium 6-methyl-2,2,4-trioxo-5-propyl-3,4-dihydro-1,2lambda6,3-oxathiazin-3-ide",*,*,[Na+].CCCC1=C(C)OS(=O)(=O)[N-]C1=O,Sweet,Sweetness,Belitz2009_[440],1,False,34,7,4,1,1,0,2,0,4,0,4,6,1.4,0.125,0.0,0.17142857142857143
